Title,num_ratings,avg_rating
Of Mice and Men,16,8.8125
How to Murder a Millionaire,16,7.6875
London Transports,16,7.25
A Cup of Tea (Ballantine Reader's Circle),16,6.875
Armageddon: The Cosmic Battle of the Ages (Left Behind #11),16,8.375
The Seven Spiritual Laws of Success: A Practical Guide to the Fulfillment of Your Dreams (based on Creating Affluence),16,7.3125
Bird by Bird: Some Instructions on Writing and Life,16,8.4375
Deerskin,16,8.5625
Not Without My Daughter,16,8.1875
Apollo 13 : Lost Moon,16,8.125
The Vanished Man : A Lincoln Rhyme Novel,16,7.75
No Greater Love,16,8.125
I Is for Innocent (A Kinsey Millhone Mystery),16,7.875
Nightshade,16,8.0625
Black Hawk Down: A Story of Modern War,16,8.0
Personal History,16,6.875
Persepolis : The Story of a Childhood (Alex Awards (Awards)),16,9.125
Shock Wave (Dirk Pitt Adventures (Paperback)),16,7.375
"Blackwood Farm (Rice, Anne, Vampire Chronicles.)",16,7.9375
Blackberry Wine : A Novel,16,7.5
Black Like Me,16,8.0625
Picture of Dorian Gray,16,8.0
"Phule's Company (Phule's Company, No 1)",16,7.25
Blindsight,16,7.1875
Personal Injuries,16,6.6875
Anne of Ingleside (Anne of Green Gables Novels (Paperback)),16,9.1875
The WEDDING,16,8.1875
The Weight of Water : A Novel Tag - Author of Resistance and Strange Fits of Passion,16,7.3125
I'm Not Really Here,16,6.75
"Night Shield (Intimate Moments, 1027)",16,7.8125
Kitchen Confidential: Adventures in the Culinary Underbelly,16,8.125
Firestorm (Anna Pigeon Mysteries (Paperback)),16,8.0625
Firestarter (Signet Book),16,7.8125
Firefly Beach,16,6.6875
Wielding a Red Sword (Incarnations of Immortality (Paperback)),16,7.5625
A Great Deliverance,16,7.8125
Wicked : The Life and Times of the Wicked Witch of the West,16,7.6875
Long Dark Tea Time of the Soul,16,8.625
Stealing Shadows (Shadows Trilogy (Paperback)),16,7.75
The Clan of the Cave Bear : a novel,16,9.0
Decider,16,7.8125
The Postman (Bantam Classics),16,8.0625
The Ranch,16,7.8125
The Quiet Game,16,7.625
Ella Enchanted (Trophy Newbery),16,8.125
Summer's End,16,7.375
"I, Robot",16,8.3125
And Never Let Her Go : Thomas Capano: The Deadly Seducer,16,7.8125
Where is Joe Merchant?,16,7.4375
Crossing Over,16,8.125
Critical Mass,16,6.8125
The GREAT GATSBY (Scribner Classic),16,8.8125
Guards! Guards! (Discworld Novels (Paperback)),16,8.25
Imitation in Death (Eve Dallas Mysteries (Paperback)),16,8.125
Ill Wind (Anna Pigeon Mysteries (Paperback)),16,7.5625
The Persian Pickle Club,16,8.375
Star Wars Episode 1: The Phantom Menace,16,6.6875
Eva Moves the Furniture: A Novel,16,8.4375
In Pursuit of the Proper Sinner,16,7.0625
Dilbert Fugitive From The Cubicle Police,16,8.5625
Brothel: Mustang Ranch and Its Women,16,8.125
Take the Cannoli : Stories From the New World,16,7.875
Tai-Pan,16,7.875
Sweet Liar,16,7.5
Three Wishes,16,7.25
This Year It Will Be Different: And Other Stories,16,7.125
Gone For Good,16,8.9375
God Save the Sweet Potato Queens,16,7.8125
A New Song (Mitford Years (Paperback)),16,8.3125
The Empress File,16,7.125
Lullaby : A Novel,16,8.4375
Kill and Tell,16,7.1875
The Once and Future King,16,8.1875
Must Love Dogs: A Novel,16,6.875
Must Love Dogs,16,7.1875
ROMEO AND JULIET,16,8.375
The Midwife's Apprentice (Trophy Newbery),16,7.5625
TickTock,16,7.125
"Mossflower (Redwall, Book 2)",16,6.625
Tom Clancy's Op-Center: Games of State (Tom Clancy's Op Center (Paperback)),16,6.5
Tom Clancy's Op-Center Balance of Power (Tom Clancy's Op Center (Paperback)),16,6.375
"To Sir Phillip, With Love",16,7.5
All-American Girl,16,8.125
Cordina'S Royal Family,16,7.4375
Secret Star,16,6.375
The Hangman's Beautiful Daughter,16,7.3125
For the Roses,16,7.75
Kaleidoscope,16,7.25
A Patchwork Planet (Ballantine Reader's Circle),16,8.0625
Cane River (Oprah's Book Club (Paperback)),16,7.9375
Mort (Discworld Novels (Paperback)),16,8.125
More Than Complete Hitchhiker's Guide,16,9.375
Trans-Sister Radio (Vintage Contemporaries (Paperback)),16,8.1875
Caribbean,16,7.25
Taliesin : Book One of the Pendragon Cycle (Pendragon Cycle),16,7.9375
EVERYTHING SHE EVER WANTED,16,7.375
The Breaker,16,7.3125
The Hearing,16,8.0625
A RIVER RUNS THROUGH IT AND OTHER STORIES : AND OTHER STORIES,16,8.625
Judgment in Death,16,8.0625
Magic Kingdom for Sale - Sold! (Magic Kingdom of Landover),16,8.0
Reckless,16,8.125
Mindhunter : Inside the FBI's Elite Serial Crime Unit,16,8.0
Acts of War (Tom Clancy's Op Center (Paperback)),16,6.9375
Acts of Malice,16,6.875
Riding in Cars With Boys: Confessions of a Bad Girl Who Makes Good,16,7.625
Unbearable Lightness of Being,16,7.8125
J is for Judgment,16,7.6875
Unnatural Selections,16,8.4375
A Yellow Raft in Blue Water,16,8.0625
Sam's Letters to Jennifer,16,8.6875
The Big Sleep,16,8.5
The Bestseller,16,7.375
Talk Before Sleep,16,7.6875
Walk Two Moons,16,7.9375
Message from Nam,16,8.0625
Daughter of the Blood (Black Jewels Trilogy),16,8.125
Dating Big Bird,16,7.0625
Chesapeake Blue (Quinn Brothers (Hardcover)),16,8.25
Something Wicked This Way Comes,16,8.1875
Something Under the Bed Is Drooling,16,9.0625
A Swiftly Tilting Planet,16,8.9375
SILENT NIGHT : The Story of the World War I Christmas Truce,16,7.375
Ruins (The X-Files),16,7.625
The Indispensable Calvin And Hobbes,16,9.5
Child of My Heart,16,7.25
Jewels,16,6.9375
Je Voudrais Que Quelqu'un M'Attende Quelque Part,16,7.75
Driving Force,16,7.8125
The Edible Woman,16,8.0
Bell Jar,16,8.1875
The Songcatcher: A Ballad Novel,16,7.8125
One Hundred Years of Solitude (Oprah's Book Club),16,6.8125
The Stand: The Complete & Uncut Edition,16,8.875
Dragonquest (Dragonquest),16,7.875
"Temple of the Winds (Sword of Truth, Book 4)",16,8.125
Year of Wonders: A Novel of the Plague,15,8.333333333333334
9-11,15,8.0
52 Deck Series: 52 Ways to Celebrate Friendship,15,9.466666666666667
You Shall Know Our Velocity,15,7.866666666666666
311 Pelican Court,15,8.266666666666667
Ten Big Ones: A Stephanie Plum Novel,15,8.6
Dance Hall of the Dead (Joe Leaphorn Novels),15,7.6
The Face of Fear,15,7.2
Dark Desire (Paranormal Romance),15,8.333333333333334
Dark Challenge,15,8.266666666666667
"The Eternity Code (Artemis Fowl, Book 3)",15,8.266666666666667
Hidden Riches,15,7.333333333333333
The Silver Wolf,15,7.2
The Inn at Lake Devine,15,7.666666666666667
The Kingdom by the Sea: A Journey Around the Coast of Great Britain,15,7.666666666666667
Children of the Mind (Ender Wiggins Saga (Paperback)),15,7.2
Friday,15,8.066666666666666
The Bear and the Dragon,15,7.533333333333333
Talk Before Sleep: A Novel,15,7.733333333333333
"The Austere Academy (A Series of Unfortunate Events, Book 5)",15,8.866666666666667
Les Fourmis,15,8.333333333333334
Devices and Desires,15,7.533333333333333
The Cat Who Came to Breakfast,15,7.0
The Sherbrooke Bride (Bride Trilogy (Paperback)),15,8.533333333333333
Emma (Penguin Popular Classics),15,8.8
Omerta,15,6.6
How to Be a Canadian: Even If You Already are One,15,8.266666666666667
A Drink Before the War (Patrick Kenzie/Angela Gennaro Novels),15,7.2
Franny and Zooey,15,7.333333333333333
Russka : The Novel of Russia,15,8.066666666666666
The Last Continent (Discworld Novels (Paperback)),15,7.8
The Human Stain : A Novel,15,7.733333333333333
Sabriel (The Abhorsen Trilogy),15,8.533333333333333
Windmills of the Gods,15,6.533333333333333
Wild Swans: Three Daughters of China,15,8.733333333333333
Wild Justice,15,7.6
Witness in Death (Eve Dallas Mysteries (Paperback)),15,8.133333333333333
LET ME CALL YOU SWEETHEART,15,7.666666666666667
Fast Food Nation,15,8.4
Now You See Her,15,7.333333333333333
Paris to the Moon,15,6.533333333333333
Birds of Prey: A Novel of Suspense,15,6.8
Changes,15,7.333333333333333
The Left Hand of Darkness (Remembering Tomorrow),15,8.2
"Chicken Soup for the Cat and Dog Lover's Soul - Celebrating Pets as Family with Stories About Cats, Dogs and Other Critters",15,8.133333333333333
Ex Libris : Confessions of a Common Reader,15,7.733333333333333
So You Want to Be a Wizard: The First Book in the Young Wizards Series,15,8.066666666666666
Meridian,15,7.333333333333333
A Year by the Sea: Thoughts of an Unfinished Woman,15,7.8
"Archangel (Samaria Trilogy, Book 1)",15,8.2
No Safe Place,15,7.133333333333334
Heart Song (Logan),15,6.466666666666667
The Scottish Bride (Bride Trilogy (Paperback)),15,7.266666666666667
The Salaryman's Wife (Children of Violence Series),15,7.8
Patriot Games,15,8.466666666666667
Pearl in the Mist (Landry),15,8.066666666666666
The Rules(TM) : Time-Tested Secrets for Capturing the Heart of Mr. Right,15,5.666666666666667
The Black Unicorn (Magic Kingdom of Landover Novel),15,7.0
Cold Comfort Farm,15,8.4
Messiah,15,7.466666666666667
"The Lion, the Witch and the Wardrobe (Full-Color Collector's Edition)",15,9.4
She Went All the Way (Avon Light Contemporary Romances),15,7.133333333333334
The Footprints of God : A Novel,15,8.4
The Fool's Run,15,6.866666666666666
Shoeless Joe,15,8.2
DAUGHTER OF TIME,15,8.533333333333333
The First Wives Club Movie Tie In,15,8.2
The First Time,15,7.933333333333334
Pearl Cove (Donovan),15,7.8
The Christmas Train,15,7.533333333333333
Pink Slip,15,6.866666666666666
"Bless Me, Ultima",15,8.2
"The Return of the King (The Lord of The Rings, Part 3)",15,9.6
Anthem,15,8.6
The Voyage of the Dawn Treader (rack) (Narnia),15,8.733333333333333
The Water Is Wide,15,8.0
Night Tales,15,7.8
Isle of Woman (Geodyssey),15,7.266666666666667
The Loop: A Novel,15,7.4
The Long Walk,15,7.6
Rilla of Ingleside (Anne of Green Gables Novels (Paperback)),15,8.8
Jane Eyre (Wordsworth Classics),15,7.933333333333334
Middle of Nowhere,15,7.2
Filthy Rich,15,6.266666666666667
Family Honor,15,7.533333333333333
The Bride,15,7.6
Stephen King's Danse Macabre,15,7.6
The Claiming of Sleeping Beauty (Sleeping Beauty),15,6.533333333333333
The Chronicles of Pern: 1st Fall (The Dragonriders of Pern),15,7.866666666666666
Smoke and Mirrors: Short Fictions and Illusions,15,8.4
A Portrait of the Artist As a Young Man,15,7.466666666666667
Wayside School is Falling Down,15,7.666666666666667
Joy School (Ballantine Reader's Circle),15,7.933333333333334
"Man from Mundania (Xanth Trilogy, No 12)",15,7.6
"Magician's Gambit (The Belgariad, Book 3)",15,8.0
Rendezvous with Rama,15,8.6
"Castle of Wizardry (The Belgariad, Book 4)",15,8.0
The Magic of You (Malory Novels (Paperback)),15,8.533333333333333
Reading Lolita in Tehran : A Memoir in Books,15,7.666666666666667
Portrait in Sepia,15,7.4
The Prometheus Deception,15,8.066666666666666
The Prize,15,7.533333333333333
The Pursuit (Avon Historical Romance),15,6.733333333333333
Night Chills,15,7.733333333333333
Trading Spaces Behind the Scenes: Including Decorating Tips and Tricks,15,7.666666666666667
The Mammy,15,8.533333333333333
"Girlfriends: Invisible Bonds, Enduring Ties",15,6.866666666666666
Girlfriend in a Coma,15,7.6
Adventures of Huckleberry Finn,15,7.266666666666667
Tulip Fever,15,7.6
True Blue,15,7.466666666666667
Eyes of a Child,15,7.666666666666667
Crooked Little Heart,15,7.533333333333333
The Edge,15,7.466666666666667
"The Dragon Reborn (The Wheel of Time, Book 3)",15,8.666666666666666
A Heartbreaking Work Of Staggering Genius : A Memoir Based on a True Story,15,6.866666666666666
Lost: A Novel,15,6.533333333333333
Guilt,15,7.6
The Witch of Blackbird Pond (Yearling Newbery),15,8.0
Neither Here nor There: Travels in Europe,15,8.133333333333333
Natural Causes,15,7.6
Nathaniel,15,7.066666666666666
"Ramona Quimby, Age 8 (Avon Camelot Books (Paperback))",15,8.666666666666666
Rainbow Valley (Anne of Green Gables Novels (Paperback)),15,8.133333333333333
If Tomorrow Comes,15,7.333333333333333
Thirty Nothing,15,7.4
The Piano Tuner : A Novel,15,8.333333333333334
The Perfect Storm: A True Story of Men Against the Sea,15,8.466666666666667
Star,15,6.8
Split Infinity (Apprentice Adept (Paperback)),15,8.066666666666666
Dead Famous,15,7.266666666666667
An Instance of the Fingerpost,15,6.8
MÃ?Â¶rder ohne Gesicht.,15,7.8
"Eats, Shoots and Leaves: The Zero Tolerance Approach to Punctuation",15,8.266666666666667
Gorky Park,15,7.333333333333333
Gravity : A Novel of Medical Suspense,15,7.933333333333334
Thursday's Child,15,7.133333333333334
American Indian Myths and Legends (Pantheon Fairy Tale and Folklore Library),15,7.733333333333333
Gods and Generals,15,7.133333333333334
Cows Of Our Planet (Far Side Series),15,8.933333333333334
Flashback,15,7.066666666666666
Tipping the Velvet,15,8.133333333333333
"Queen of the Damned (Vampire Chronicles, Book III)",15,8.0
"Queen of Sorcery (The Belgariad, Book 2)",15,8.266666666666667
To Ride a Silver Broomstick: New Generation Witchcraft,15,7.866666666666666
Dave Barry in Cyberspace,15,7.266666666666667
"Secret History, The",15,8.533333333333333
Come to Grief,15,7.866666666666666
Courting Trouble,15,7.333333333333333
Lucifer's Hammer,15,8.466666666666667
Loyalty in Death,15,8.266666666666667
The Narrows: A Novel,15,8.333333333333334
Butterfly (Orphans),15,6.533333333333333
Burn Marks (V.I. Warshawski Novels (Paperback)),15,7.666666666666667
Mr. X,15,6.0
All Through the Night (Holiday Classics),15,7.4
Dracula (Signet Classics (Paperback)),15,8.2
Honest Illusions,15,7.6
The Cat Who Turned on and Off (Cat Who... (Paperback)),15,8.0
Desert Solitaire,15,7.933333333333334
Home Song,15,7.333333333333333
The Straw Men,15,7.933333333333334
Bad Boy,15,7.6
Sideways Stories from Wayside School (Wayside School),15,8.533333333333333
The Family Tree,15,8.4
Legal Tender,15,7.733333333333333
Wouldn't Take Nothing for My Journey Now,15,8.4
Wonder Boys : A Novel (Bestselling Backlist),15,7.266666666666667
Holes,15,8.333333333333334
"Life, the Universe, and Everything (Hitchhiker's Trilogy (Paperback))",15,8.0
"Dragons of Autumn Twilight (Dragonlance Chronicles, Vol 1)",15,8.0
Dragonsong (Harper Hall Trilogy),15,8.333333333333334
Terminal,15,7.2
Tender at the Bone: Growing Up at the Table,15,8.066666666666666
Dragons of Autumn Twilight (Dragonlance: Dragonlance Chronicles),14,8.285714285714286
LONESOME DOVE,14,8.642857142857142
Life Support,14,7.5
Xanth 15: The Color of Her Panties,14,8.214285714285714
Women of the Silk : A Novel,14,8.0
A Caress of Twilight (Meredith Gentry Novels (Paperback)),14,8.142857142857142
World of Pies : A Novel,14,7.5
The Far Side Gallery 4,14,9.571428571428571
The Feast of Love (Vintage Contemporaries (Paperback)),14,7.714285714285714
Once a Princess,14,7.214285714285714
One,14,7.571428571428571
Hinds' Feet on High Places,14,8.5
The Cat Who Robbed a Bank (Cat Who... (Paperback)),14,6.785714285714286
The Cat Who Saw Red,14,7.785714285714286
Mrs. Frisby and the Rats of Nimh,14,9.0
In the Kitchen With Rosie: Oprah's Favorite Recipes,14,6.714285714285714
Murder on the Orient Express (Hercule Poirot Mysteries (Paperback)),14,8.142857142857142
The Odyssey,14,7.785714285714286
"The New York Trilogy: City of Glass, Ghosts, the Locked Room (Contemporary American Fiction Series)",14,8.142857142857142
Where the Heart Is: A Novel,14,7.571428571428571
The Good Earth (Enriched Classics),14,8.5
Fish! A Remarkable Way to Boost Morale and Improve Results,14,8.142857142857142
Complete Chronicles of Narnia,14,9.285714285714286
Secret Fire,14,7.285714285714286
Conversations with God : An Uncommon Dialogue (Book 1),14,8.428571428571429
Dave Barry's Greatest Hits,14,8.071428571428571
Inca Gold (Clive Cussler),14,8.071428571428571
CUCKOO'S EGG,14,8.0
REMEMBER ME,14,7.714285714285714
Go Ask Alice (Avon/Flare Book),14,7.785714285714286
Tishomingo Blues,14,6.5
Dark Gold,14,8.142857142857142
Dark Guardian,14,7.5
Dark Symphony,14,8.0
When Rabbit Howls,14,8.214285714285714
Swan Song,14,9.428571428571429
TIME AND AGAIN,14,8.642857142857142
Pride & Prejudice (Wordsworth Classics),14,7.928571428571429
The Penwyth Curse,14,5.714285714285714
"Princess in Love (The Princess Diaries, Vol. 3)",14,8.571428571428571
Then Came Heaven,14,7.428571428571429
Breakfast at Tiffany's: And Three Stories (First Vintage International),14,8.0
Breathing Room (Avon Romance),14,7.214285714285714
Thief of Time,14,8.285714285714286
Naked Lunch,14,5.642857142857143
Name & Address Withheld (Red Dress Ink (Paperback)),14,7.785714285714286
Triggerfish Twist,14,7.071428571428571
Tom Clancy's Op-Center: Line of Control (Tom Clancy's Op Center (Paperback)),14,7.071428571428571
Total Recall: A V.I. Warshawski Novel,14,7.142857142857143
All He Ever Wanted: A Novel,14,8.0
All That Glitters (Landry),14,7.357142857142857
The Mark: The Beast Rules the World (Left Behind No. 8),14,8.071428571428571
The Mask,14,6.785714285714286
Candide (Candide),14,8.142857142857142
Captain Underpants and the Attack of the Talking Toilets: Another Epic Novel (Captain Underpants (Paper)),14,8.142857142857142
A Perfect Stranger,14,7.714285714285714
A Place of Execution,14,8.642857142857142
"Welcome to the World, Baby Girl! : A Novel",14,8.357142857142858
"K Is for Killer (Grafton, Sue. Kinsey Millhone Mysteries.)",14,7.142857142857143
Follow the Stars Home,14,7.571428571428571
The Day After Tomorrow,14,7.571428571428571
A History of the World in 10 1/2 Chapters (Vintage International),14,8.571428571428571
A Kingdom of Dreams,14,7.928571428571429
Killashandra,14,7.714285714285714
Slightly Shady,14,6.357142857142857
Slightly Single (Red Dress Ink (Paperback)),14,6.571428571428571
FIRST WIVES CLUB,14,7.928571428571429
"Snow White, Blood Red",14,8.0
The Bone People,14,8.142857142857142
The Diamond Age,14,9.214285714285714
The Dark Room,14,7.357142857142857
Captive Star,14,6.785714285714286
Monkeewrench,14,7.785714285714286
Trading Places,14,7.285714285714286
Crossings,14,6.714285714285714
Where the Heart Is,14,8.0
Dead Eyes,14,7.5
The Witches of Eastwick,14,7.714285714285714
The Woman's Comfort Book : A Self-Nurturing Guide for Restoring Balance in Your Life,14,7.5
The World Below (Ballantine Reader's Circle),14,7.357142857142857
I'm the One That I Want,14,8.5
Elfstones of Shannara,14,6.571428571428571
Blue Moon,14,8.285714285714286
Politika (Tom Clancy's Power Plays (Paperback)),14,6.357142857142857
Border Music,14,5.785714285714286
The Book of Shadows,14,6.071428571428571
Carter Beats the Devil,14,8.071428571428571
George W. Bushisms : The Slate Book of The Accidental Wit and Wisdom of our 43rd President,14,8.571428571428571
Man Who Mistook His Wife for a Hat,14,7.928571428571429
Jupiter's Bones : A Peter Decker/Rina Lazarus Novel (Peter Decker & Rina Lazarus Novels (Paperback)),14,7.642857142857143
"A Rage To Kill and Other True Cases : Anne Rule's Crime Files, Vol. 6 (Ann Rule's Crime Files)",14,7.785714285714286
Deck the Halls (Holiday Classics),14,7.357142857142857
Blood Orchid,14,7.571428571428571
The Broke Diaries: The Completely True and Hilarious Misadventures of a Good Girl Gone Broke,14,8.142857142857142
"The Carnivorous Carnival (A Series of Unfortunate Events, Book 9)",14,8.571428571428571
Family: The Ties That Bind and Gag,14,8.428571428571429
Fantasy Lover,14,8.571428571428571
Looking Back,14,6.5
Lost Girls,14,5.857142857142857
First Lady,14,7.428571428571429
"Seventh Son (Tales of Alvin Maker, Book 1)",14,7.785714285714286
Jane Eyre,14,8.214285714285714
Twilight Eyes,14,7.357142857142857
Resistance : A Novel,14,8.071428571428571
Catcher in the Rye,14,7.785714285714286
Cathedral,14,7.714285714285714
Midnight's Children,14,8.0
It Came From The Far Side,14,8.857142857142858
Trinity,14,7.571428571428571
Dilbert: Seven Years Of Highly Defective People (P,14,8.357142857142858
Dirty Work (Stone Barrington Novels (Paperback)),14,6.785714285714286
The Case for Christ:  A Journalist's Personal Investigation of the Evidence for Jesus,14,7.785714285714286
The Wind Done Gone: A Novel,14,6.5
The Wind-Up Bird Chronicle,14,8.357142857142858
Night Shift,14,8.357142857142858
I'll Take Manhattan,14,6.642857142857143
Petals on the Wind (Dollanganger),14,7.785714285714286
The Richest Man in Babylon,14,8.071428571428571
Picture of Dorian Gray (Wordsworth Classics),14,8.571428571428571
Plain Jane,14,6.642857142857143
The Conspiracy Club,14,7.214285714285714
Blackwood Farm (The Vampire Chronicles),14,7.5
False Pretenses,14,7.357142857142857
"Cybernation (Tom Clancy's Net Force, No. 6)",14,6.857142857142857
Fatherland,14,6.785714285714286
Crystal Singer,14,8.071428571428571
She Walks These Hills,14,8.071428571428571
Charlie and the Chocolate Factory (Puffin Novels),14,8.571428571428571
"The Doll's House (Sandman, Book 2)",14,9.142857142857142
So Long and Thanks for all the Fish,14,8.142857142857142
Cold Paradise (Stone Barrington Novels (Paperback)),14,7.357142857142857
A Room of One's Own,14,6.928571428571429
A Rose For Her Grave & Other True Cases (Ann Rule's Crime Files),14,7.214285714285714
Walking Across Egypt,14,8.071428571428571
Master of the Game,14,7.214285714285714
Maya Angelou: Poems,14,8.357142857142858
The Birth of Venus,14,8.571428571428571
"The Illuminatus Trilogy: The Eye in the Pyramid, the Golden Apple & Leviathan",14,7.928571428571429
The Horse You Came In On,14,7.357142857142857
She's Not There : A Life in Two Genders,14,8.285714285714286
Shepherds Abiding,14,8.142857142857142
Shibumi,14,8.071428571428571
Perfect Evil (Maggie O'Dell Novels (Paperback)),14,7.142857142857143
The SECRET DIARY OF ANNE BOLEYN,14,7.571428571428571
Peace Is Every Step: The Path of Mindfulness in Everyday Life,14,8.714285714285714
I Don't Know How She Does It,14,7.357142857142857
Still Pumped From Using The Mouse,14,8.142857142857142
Until Forever,14,7.928571428571429
Up Island: A Novel,14,8.357142857142858
A Wind in the Door (Laurel Leaf Books),14,8.5
Merrick (Vampire/Witches Chronicles),14,6.5
Charms for Easy Life,14,7.142857142857143
Cheet (Plume Books),14,7.071428571428571
Cherry,14,6.285714285714286
Chesapeake Blue,14,7.785714285714286
"The League of Extraordinary Gentlemen, Vol. 1",14,7.5
Birdsong: A Novel of Love and War,14,7.214285714285714
Number the Stars (Yearling Newbery),14,8.5
The Unbearable Lightness of Being : A Novel (Perennial Classics),14,7.857142857142857
Farm Fatale: A Comedy of Country Manors,14,7.428571428571429
Fat Girls and Lawn Chairs,14,8.0
Living Wicca: A Further Guide for the Solitary Practitioner (Llewellyn's Practical Magick),14,7.571428571428571
"A Crown of Swords (The Wheel of Time, Book 7)",14,7.928571428571429
Safe Harbor,14,7.142857142857143
Fourplay: A Novel,14,7.857142857142857
Framed in Lace (Needlecraft Mysteries),14,7.5
Chicken Soup for the College Soul : Inspiring and Humorous Stories for College Students (Chicken Soup for the Soul),14,7.214285714285714
Friendship Cake,14,7.214285714285714
"Running With the Demon (The Word and the Void Trilogy, Book 1)",14,7.285714285714286
Chicken Soup for the Soul at Work (Chicken Soup for the Soul Series (Paper)),14,8.357142857142858
Vital Signs,14,7.214285714285714
WAITING TO EXHALE,14,7.357142857142857
Venezianisches Finale. Commissario Brunettis erster Fall.,14,7.785714285714286
Vengeance in Death,14,7.785714285714286
Wish You Were Here (Mrs. Murphy Mysteries (Paperback)),14,7.5
Fallen Hearts,14,7.071428571428571
Falling Leaves Brit Edition,14,8.0
Object Lessons,14,7.214285714285714
The Treasure Box,14,6.785714285714286
Asking for Trouble: A Novel,14,7.714285714285714
How Reading Changed My Life (Library of Contemporary Thought),14,8.357142857142858
Stupeur Et Tremblements,14,8.142857142857142
Big Fish,14,7.0
Less Than Zero,14,7.0
Lies My Teacher Told Me : Everything Your American History Textbook Got Wrong,14,8.357142857142858
Sanctuary (Peter Decker & Rina Lazarus Novels (Paperback)),14,7.785714285714286
Saucer,14,7.357142857142857
"Darkness, Take My Hand (Patrick Kenzie/Angela Gennaro Novels)",14,8.142857142857142
Downsize This! Random Threats from an Unarmed American,14,8.214285714285714
Jennifer Government,14,7.857142857142857
Childhood's End,14,8.5
Autobiography of a Fat Bride : True Tales of a Pretend Adulthood,14,8.071428571428571
Babyville,14,7.857142857142857
Hidden Star (The Star Series),14,6.428571428571429
Outer Banks,14,7.214285714285714
The Shape of Snakes,14,7.357142857142857
Silk,14,6.857142857142857
16 Lighthouse Road,14,7.142857142857143
Shutter Island: A Novel,14,8.714285714285714
Sick of Shadows,14,6.785714285714286
Le Parfum : Histoire d'un meurtrier,14,8.357142857142858
Lady Chatterley's Lover: Complete and Unexpurgated 1928 Orioli Edition,14,8.0
Ten Stupid Things Women Do to Mess Up Their Lives,14,5.928571428571429
50 Simple Things You Can Do to Save the Earth,14,8.0
Lair of the Lion,14,6.928571428571429
Larry's Party,14,7.357142857142857
Xanth 14: Question Quest,14,7.642857142857143
You Belong to Me,14,7.928571428571429
204 Rosewood Lane,14,8.071428571428571
2061: Odyssey Three,13,7.846153846153846
La Sombra Del Viento/The Shadow Of The Wind,13,8.384615384615385
Dangerous Angels: The Weetzie Bat Books,13,8.615384615384615
A 5th Portion of Chicken Soup for the Soul : 101 Stories to Open the Heart and Rekindle the Spirit,13,8.307692307692308
A 3rd Serving of Chicken Soup for the Soul (Chicken Soup for the Soul Series (Paper)),13,8.384615384615385
Lone Eagle,13,6.461538461538462
Sisters Found,13,6.0
Fall on Your Knees,13,8.23076923076923
Fierce Invalids Home from Hot Climates,13,8.307692307692308
The First Victim,13,7.3076923076923075
Far Side Gallery 2,13,8.615384615384615
Far Side Gallery 3 Paperback,13,8.307692307692308
Loose Screws (Red Dress Ink (Paperback)),13,7.923076923076923
Kitchen Privileges : A Memoir,13,7.384615384615385
Kushiel's Chosen (Kushiel's Legacy),13,9.076923076923077
"Hound Of The Far Side (Far Side Books, Collection No 7)",13,8.615384615384615
Once a Thief,13,6.846153846153846
The Tailor of Panama,13,5.846153846153846
Baudolino,13,7.461538461538462
Once and Always,13,7.461538461538462
Once in a Lifetime,13,7.384615384615385
Enchantment,13,7.384615384615385
Suddenly,13,7.230769230769231
Summer Light,13,8.153846153846153
The Tightwad Gazette: Promoting Thrift As a Viable Alternative Lifestyle,13,9.307692307692308
"Hidden Agendas (Tom Clancy's Net Force, No. 2)",13,6.384615384615385
The Silence of the Lambs,13,8.0
The Sinner,13,9.0
The Sexual Life of Catherine M.,13,5.076923076923077
Lost,13,7.6923076923076925
Firebrand (Mira Historical Romance),13,7.0
First Offense,13,5.769230769230769
Serpent's Tooth : A Peter Decker/Rina Lazarus Novel (Peter Decker & Rina Lazarus Novels (Paperback)),13,8.23076923076923
Shadow of the Hegemon (Ender Wiggins Saga (Paperback)),13,8.461538461538462
She Said Yes: The Unlikely Martyrdom of Cassie Bernall,13,7.538461538461538
Whirlwind (The X-Files),13,6.384615384615385
White Dragon,13,8.076923076923077
Kindred (Black Women Writers Series),13,8.461538461538462
"Faith of the Fallen (Sword of Truth, Book 6)",13,7.769230769230769
Crazy Ladies : A Novel,13,7.461538461538462
Crazy in Alabama,13,7.846153846153846
Creature,13,8.307692307692308
Biblioholism: The Literary Addiction,13,7.0
The Ship Who Sang,13,8.384615384615385
POSTCARDS,13,6.923076923076923
Paper Doll,13,8.538461538461538
The Cat Who Had 14 Tales,13,7.3076923076923075
The Cat Who Knew a Cardinal,13,8.461538461538462
The Gate to Women's Country,13,9.0
Love's Encore,13,6.461538461538462
A Long Fatal Love Chase,13,6.384615384615385
Kate Remembered,13,8.153846153846153
See Jane Run,13,7.923076923076923
Fishbowl (Red Dress Ink (Paperback)),13,8.153846153846153
The Giant's House : A Romance,13,7.769230769230769
Dark Magic,13,8.461538461538462
Billy and the Boingers Bootleg (Bloom County Book),13,8.692307692307692
Parsifal Mosaic,13,7.230769230769231
Hunde von Riga.,13,7.461538461538462
As Nature Made Him: The Boy Who Was Raised As a Girl,13,7.769230769230769
